place,address,pos,open_time
운보의 집,충청북도 청원군 내수읍 형동2길 92-41 충북 청주시 청원구,"[36.6922704, 127.5628802]","월요일
휴무일
화요일
오전 9:30~오후 5:30
수요일
오전 9:30~오후 5:30
목요일
오전 9:30~오후 5:30
금요일
오전 9:30~오후 5:30
토요일
오전 9:30~오후 5:30
일요일
오전 9:30~오후 5:30"
계양산,인천광역시 계양1동,"[37.5533633, 126.6974709]",
대전아쿠아리움,대전광역시 중구 대사동 보문산공원로 469,"[36.3099586, 127.418874]","월요일
오전 10:00~오후 7:00
화요일
오전 10:00~오후 7:00
수요일
오전 10:00~오후 7:00
목요일
오전 10:00~오후 7:00
금요일
오전 10:00~오후 7:00
토요일
오전 10:00~오후 8:00
일요일
오전 10:00~오후 8:00"
땅끝 전망대,전라남도 해남군 송지면 송호리,"[34.2947005, 126.5226719]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
안면암,충청남도 태안군 안면읍 정당리 78,"[36.5349626, 126.3579077]",
아라리오뮤지엄 탑동바이크샵,아라리오뮤지엄 탑동바이크샵,"[33.5175796, 126.5211407]",
신숭겸장군유적지,대구광역시 동구 지묘동 526,"[35.9431503, 128.6397726]","월요일
오전 9:00~오후 5:00
화요일
오전 9:00~오후 5:00
수요일
오전 9:00~오후 5:00
목요일
오전 9:00~오후 5:00
금요일
오전 9:00~오후 5:00
토요일
오전 9:00~오후 5:00
일요일
오전 9:00~오후 5:00"
김녕사굴,제주특별자치도 제주시 구좌읍 덕천리 201-4,"[33.5016971, 126.7694319]",
전쟁과 여성 인권 박물관,서울특별시 마포구 성산1동 월드컵북로11길 20,"[37.5600537, 126.9126531]","월요일
휴무일
화요일
오전 11:00~오후 6:00
수요일
오전 11:00~오후 6:00
목요일
오전 11:00~오후 6:00
금요일
오전 11:00~오후 6:00
토요일
오전 11:00~오후 6:00
일요일
휴무일"
준상이네집 (겨울연가 촬영지),준상이네집,"[37.8870926, 127.725082]",
충북교육박물관,충청북도 청주시 상당구 영동 79,"[36.640101, 127.4826134]","월요일
오전 9:00~오후 5:00
화요일
오전 9:00~오후 5:00
수요일
오전 9:00~오후 5:00
목요일
오전 9:00~오후 5:00
금요일
오전 9:00~오후 5:00
토요일
휴무일
일요일
휴무일"
홍대난타전용극장,서울특별시 마포구 서교동 양화로16길 29,"[37.5530872, 126.9189253]",
죽성드림성당,부산광역시 기장군 기장읍 죽성리 30-36,"[35.2410016, 129.2462523]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
5.18 Archives,광주광역시 동구 금남로3가 금남로 221,"[35.1495281, 126.9145829]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
정지용 생가,충청북도 옥천군 옥천읍 하계리,"[36.3149872, 127.5793413]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
칠성시장,대구광역시 북구 칠성동1가 276,"[35.8766631, 128.6024166]","월요일
오전 4:00~오후 11:00
화요일
오전 4:00~오후 11:00
수요일
오전 4:00~오후 11:00
목요일
오전 4:00~오후 11:00
금요일
오전 4:00~오전 12:00
토요일
오전 4:00~오전 12:00
일요일
오전 4:00~오후 6:00"
순천 왜성,전라남도 순천시 해룡면 신성리,"[34.9085876, 127.5782336]",
부천물박물관,경기도 부천시 춘의동 길주로 691,"[37.5062627, 126.8150273]",
청와대 사랑채,서울특별시 종로구 효자동 효자로13길 45,"[37.5823536, 126.9708442]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
서피랑 공원,경상남도 통영시 중앙동 122-2,"[34.842892, 128.4062958]",
시지MBC문화센터,대구광역시 수성구 신매동 567,"[35.8403304, 128.7029084]",
귀족호도박물관,전라남도 장흥군 장흥읍 향양리 862-1,"[34.674993, 126.916941]",
인천광역시립박물관,인천광역시 연수구 청량로160번길 26,"[37.4208435, 126.6510606]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
디큐브시브,서울특별시 신도림동 디큐브시티,"[37.5096815, 126.8881422]",
소창체험관,인천광역시 강화군 강화읍 남문안길20번길 8,"[37.7456304, 126.4829018]","월요일
오전 9:00~오후 5:00
화요일
오전 9:00~오후 5:00
수요일
오전 9:00~오후 5:00
목요일
오전 9:00~오후 5:00
금요일
오전 9:00~오후 5:00
토요일
오전 9:00~오후 5:00
일요일
휴무일"
울산 박물관,울산광역시 남구 신정2동 두왕로 277,"[35.527407, 129.306277]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
강천산 군립공원,전라북도 순창군 팔덕면 강천산길 270,"[35.4041862, 127.0468545]","월요일
오전 7:00~오후 6:00
화요일
오전 7:00~오후 6:00
수요일
오전 7:00~오후 6:00
목요일
오전 7:00~오후 6:00
금요일
오전 7:00~오후 6:00
토요일
오전 7:00~오후 6:00
일요일
오전 7:00~오후 6:00"
오색 탄산온천,강원도 양양군 서면 대청봉길 34,"[38.0802526, 128.4456924]","월요일
오전 6:00~오후 10:00
화요일
오전 6:00~오후 10:00
수요일
오전 6:00~오후 10:00
목요일
오전 6:00~오후 10:00
금요일
오전 6:00~오후 10:00
토요일
오전 6:00~오후 10:00
일요일
오전 6:00~오후 10:00"
포항함 체험관,경상북도 포항시 남구 송도동 운하로 205,"[36.0415753, 129.3707068]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
선유도 공원,서울특별시 양화동,"[37.5431178, 126.8825642]",
Pabdol Museum,"Musa Sah School, Radhika Prasad Path, Darbhanga, Bihar 846004 인도","[26.1509553, 85.891569]",
청와대,서울특별시 종로구 효자동 효자로13길 45,"[37.5823536, 126.9708442]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
개평한옥마을,경상남도 함양군 지곡면 개평리 315-1 지곡면 개평리 315-1번지 함양군 경상남도 KR 50018,"[35.5642411, 127.7670805]",
헌화로,강원도 강릉시 강동면 헌화로,"[37.6775195, 129.0248049]",
소나기 마을,경기도 양평군 서종면 소나기마을길 24,"[37.5946918, 127.3759603]",
인천나비공원,인천광역시 부평구 청천동 산곡로 26-47,"[37.5203028, 126.690481]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
휴무일
일요일
휴무일"
대구어린이회관 꾀꼬리극장,대구광역시 수성구 황금동 626,"[35.8471059, 128.6256099]",
주교좌 남천성당,부산광역시 수영구 남천1동 수영로427번길 15,"[35.144337, 129.10539]",
정동극장,서울특별시 중구 정동 정동길 43,"[37.565963, 126.9706106]",
도동서원,대구광역시 달성군 구지면 구지서로 726,"[35.7010574, 128.3696474]","월요일
오전 10:00~오후 6:00
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
원주 기후변화홍보관,강원도 원주시 행구동 1029,"[37.3425884, 127.9946267]",
하니랜드,경기도 파주시 조리읍 장곡로 218 KR,"[37.7503805, 126.8340122]","월요일
오전 10:00~오후 6:00
화요일
오전 10:00~오후 6:00
수요일
오전 10:00~오후 6:00
목요일
오전 10:00~오후 6:00
금요일
오전 10:00~오후 6:00
토요일
오전 10:00~오후 6:00
일요일
오전 10:00~오후 6:00"
낙화암,충청남도 부여군 부여읍 쌍북리 산4,"[36.2924649, 126.9101489]",
부평역사박물관,인천광역시 부평구 삼산2동 굴포로 151,"[37.5121706, 126.7357245]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
Land & Housing Museum,"6031 Hollyself.matrixood Blvd, Hollyself.matrixood, CA 90028 미국","[34.1018786, -118.323416]",
백사장항,태안군 안면읍,"[36.5859739, 126.2992856]",
이대 패션거리,서울특별시 강남구 청담동 81-5,"[37.5255096, 127.0421196]",
원불교역사박물관,전라북도 익산시 신용동 344-2,"[35.972971, 126.949545]","월요일
휴무일
화요일
오전 10:00~오후 5:00
수요일
오전 10:00~오후 5:00
목요일
오전 10:00~오후 5:00
금요일
오전 10:00~오후 5:00
토요일
오전 10:00~오후 5:00
일요일
오전 10:00~오후 5:00"
휴휴암,강원도 양양군 현남면 광진리 1,"[37.9608333, 128.7658616]",
샘터유원지,경기도 가평군 상면 덕현리 404,"[37.7591021, 127.3931182]",
와온해변,순천시 해룡면,"[34.8463978, 127.5078263]",
영금정,강원도 속초시 동명동 영금정로 43,"[38.2118554, 128.5992918]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
창원NC파크,경상남도 창원시 마산회원구 양덕2동 삼호로 63,"[35.2225225, 128.5800091]","월요일
오전 11:00~오후 10:30
화요일
오전 11:00~오후 10:30
수요일
오전 11:00~오후 10:30
목요일
오전 11:00~오후 10:30
금요일
오전 11:00~오후 10:30
토요일
오전 11:00~오후 10:30
일요일
오전 11:00~오후 10:30"
국립 등대 박물관,경상북도 포항시 남구 호미곶면 해맞이로150번길 20,"[36.077694, 129.5663076]","월요일
오전 9:00~오후 7:00
화요일
오전 9:00~오후 7:00
수요일
오전 9:00~오후 7:00
목요일
오전 9:00~오후 7:00
금요일
오전 9:00~오후 7:00
토요일
오전 9:00~오후 7:00
일요일
오전 9:00~오후 7:00"
황우지,제주특별자치도 서귀포시 서홍동 766-1,"[33.2414463, 126.5480208]",
고소동 벽화마을,전라남도 여수시 고소동,"[34.7389715, 127.7389729]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
DTC 섬유박물관,대구광역시 동구 봉무동 팔공로 227,"[35.9189809, 128.6377107]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
김대중 노벨평화상 기념관,전라남도 목포시 만호동 삼학로92번길 68,"[34.7828401, 126.390136]","월요일
휴무일
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
수승대관광지,경상남도 거창군 위천면 은하리길 2,"[35.7605462, 127.8307431]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
대전예술의전당,대전광역시 서구 만년동 둔산대로117번길 135,"[36.3664295, 127.3814751]",
구곡폭포,춘천시 남산면,"[37.7922203, 127.5916142]",
이화원,광주광역시 남구 노대동 811,"[35.1022474, 126.8978207]","월요일
오전 11:30~오후 9:00
화요일
오전 11:30~오후 9:00
수요일
오전 11:30~오후 9:00
목요일
오전 11:30~오후 9:00
금요일
오전 11:30~오후 9:00
토요일
오전 11:30~오후 9:00
일요일
휴무일"
소돌아들바위공원,강원도 강릉시 주문진읍,"[37.9056415, 128.8285764]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
행담도휴게소,충청남도 당진시 신평면 서해안고속도로 275,"[36.944829, 126.8053376]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
견월악 목마장,아리랑영어FM견월악송신소,"[33.4792429, 126.6209103]",
커피박물관 기획부,부산광역시 부산진구 전포동 전포대로199번길 9 2층,"[35.1543453, 129.0623378]","월요일
휴무일
화요일
오전 11:00~오후 8:00
수요일
오전 11:00~오후 8:00
목요일
오전 11:00~오후 8:00
금요일
오전 11:00~오후 8:00
토요일
오전 11:00~오후 8:00
일요일
오전 11:00~오후 8:00"
유.스퀘어 문화관,광주광역시 서구 광천동 무진대로 904,"[35.1607742, 126.8790165]",
함주공원,경상남도 함안군 가야읍 도항리,"[35.2820856, 128.3990912]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
목포 문화원,전라남도 목포시 목원동 해안로249번길 34,"[34.7888313, 126.3840074]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
휴무일
일요일
휴무일"
북부시장,익산시 남중동 북부시장사거리,"[35.9533411, 126.95696]",
상주경천대,경상북도 상주시 사벌면 삼덕리 산15-26,"[36.4582006, 128.2417781]","월요일
24시간 영업
화요일
24시간 영업
수요일
24시간 영업
목요일
24시간 영업
금요일
24시간 영업
토요일
24시간 영업
일요일
24시간 영업"
부산관광안내소,부산광역시 금정구 노포동 133,"[35.2853903, 129.0934332]","월요일
오전 9:00~오후 6:00
화요일
오전 9:00~오후 6:00
수요일
오전 9:00~오후 6:00
목요일
오전 9:00~오후 6:00
금요일
오전 9:00~오후 6:00
토요일
오전 9:00~오후 6:00
일요일
오전 9:00~오후 6:00"
신도,인천광역시 북도면,"[37.5283896, 126.4401912]",
염매시장,대구광역시 중구 계산동2가 252,"[35.866964, 128.5895572]",
숭례문,서울특별시 중구 남대문로4가 세종대로 40,"[37.5599526, 126.973108]","월요일
휴무일
화요일
오전 9:00~오후 8:00
수요일
오전 9:00~오후 8:00
목요일
오전 9:00~오후 8:00
금요일
오전 9:00~오후 8:00
토요일
오전 9:00~오후 8:00
일요일
오전 9:00~오후 8:00"
대구향교,대구광역시 중구 남산동 명륜로 112,"[35.8596038, 128.593807]","월요일
오전 8:00~오후 5:00
화요일
오전 8:00~오후 5:00
수요일
오전 8:00~오후 5:00
목요일
오전 8:00~오후 5:00
금요일
오전 8:00~오후 5:00
토요일
오전 8:00~오후 5:00
일요일
오전 8:00~오후 5:00"
현대백화점 압구정본점,서울특별시 강남구 압구정동 압구정로 165,"[37.5273312, 127.0251523]","월요일
오전 10:30~오후 8:00
화요일
오전 10:30~오후 8:00
수요일
오전 10:30~오후 8:00
목요일
오전 10:30~오후 8:00
금요일
오전 10:30~오후 8:30
토요일
오전 10:30~오후 8:30
일요일
오전 10:30~오후 8:30"
